,t,k,y,u,v
127419,A1301_15歳未満人口,青森県,2004年度,人,201000
127420,A1301_15歳未満人口,青森県,2005年度,人,198959
127421,A1301_15歳未満人口,青森県,2006年度,人,192000
127422,A1301_15歳未満人口,青森県,2007年度,人,185000
127423,A1301_15歳未満人口,青森県,2008年度,人,179000
127424,A1301_15歳未満人口,青森県,2009年度,人,173000
127425,A1301_15歳未満人口,青森県,2010年度,人,171842
127426,A1301_15歳未満人口,青森県,2011年度,人,168000
127427,A1301_15歳未満人口,青森県,2012年度,人,164000
127428,A1301_15歳未満人口,青森県,2013年度,人,159000
127429,A1301_15歳未満人口,青森県,2014年度,人,155000
127430,A1301_15歳未満人口,青森県,2015年度,人,148208
127431,A1301_15歳未満人口,青森県,2016年度,人,145000
127432,A1301_15歳未満人口,青森県,2017年度,人,141000
127433,A1301_15歳未満人口,青森県,2018年度,人,137000
127434,A1301_15歳未満人口,青森県,2019年度,人,133000
127435,A1301_15歳未満人口,青森県,2020年度,人,129112
127436,A1301_15歳未満人口,青森県,2021年度,人,127000
127437,A1301_15歳未満人口,岩手県,1975年度,人,338374
127438,A1301_15歳未満人口,岩手県,1976年度,人,332000
127439,A1301_15歳未満人口,岩手県,1977年度,人,325000
127440,A1301_15歳未満人口,岩手県,1978年度,人,320000
127441,A1301_15歳未満人口,岩手県,1979年度,人,314000
127442,A1301_15歳未満人口,岩手県,1980年度,人,326014
127443,A1301_15歳未満人口,岩手県,1981年度,人,326000
127444,A1301_15歳未満人口,岩手県,1982年度,人,322000
127445,A1301_15歳未満人口,岩手県,1983年度,人,318000
127446,A1301_15歳未満人口,岩手県,1984年度,人,313000
127447,A1301_15歳未満人口,岩手県,1985年度,人,307800
127448,A1301_15歳未満人口,岩手県,1986年度,人,302000
127449,A1301_15歳未満人口,岩手県,1987年度,人,294000
127450,A1301_15歳未満人口,岩手県,1988年度,人,286000
127451,A1301_15歳未満人口,岩手県,1989年度,人,276000
127452,A1301_15歳未満人口,岩手県,1990年度,人,269810
127453,A1301_15歳未満人口,岩手県,1991年度,人,260000
127454,A1301_15歳未満人口,岩手県,1992年度,人,251000
127455,A1301_15歳未満人口,岩手県,1993年度,人,243000
127456,A1301_15歳未満人口,岩手県,1994年度,人,237000
127457,A1301_15歳未満人口,岩手県,1995年度,人,239010
127458,A1301_15歳未満人口,岩手県,1996年度,人,232000
127459,A1301_15歳未満人口,岩手県,1997年度,人,224000
127460,A1301_15歳未満人口,岩手県,1998年度,人,217000
127461,A1301_15歳未満人口,岩手県,1999年度,人,210000
127462,A1301_15歳未満人口,岩手県,2000年度,人,212470
127463,A1301_15歳未満人口,岩手県,2001年度,人,208000
127464,A1301_15歳未満人口,岩手県,2002年度,人,203000
127465,A1301_15歳未満人口,岩手県,2003年度,人,199000
127466,A1301_15歳未満人口,岩手県,2004年度,人,194000
127467,A1301_15歳未満人口,岩手県,2005年度,人,190578
127468,A1301_15歳未満人口,岩手県,2006年度,人,185000
127469,A1301_15歳未満人口,岩手県,2007年度,人,179000
127470,A1301_15歳未満人口,岩手県,2008年度,人,174000
127471,A1301_15歳未満人口,岩手県,2009年度,人,169000
127472,A1301_15歳未満人口,岩手県,2010年度,人,168804
127473,A1301_15歳未満人口,岩手県,2011年度,人,165000
127474,A1301_15歳未満人口,岩手県,2012年度,人,162000
127475,A1301_15歳未満人口,岩手県,2013年度,人,159000
127476,A1301_15歳未満人口,岩手県,2014年度,人,156000
127477,A1301_15歳未満人口,岩手県,2015年度,人,150992
127478,A1301_15歳未満人口,岩手県,2016年度,人,147000
127479,A1301_15歳未満人口,岩手県,2017年度,人,144000
127480,A1301_15歳未満人口,岩手県,2018年度,人,140000
127481,A1301_15歳未満人口,岩手県,2019年度,人,137000
127482,A1301_15歳未満人口,岩手県,2020年度,人,132447
127483,A1301_15歳未満人口,岩手県,2021年度,人,129000
127484,A1301_15歳未満人口,宮城県,1975年度,人,460953
127485,A1301_15歳未満人口,宮城県,1976年度,人,464000
127486,A1301_15歳未満人口,宮城県,1977年度,人,467000
127487,A1301_15歳未満人口,宮城県,1978年度,人,469000
127488,A1301_15歳未満人口,宮城県,1979年度,人,472000
127489,A1301_15歳未満人口,宮城県,1980年度,人,480552
127490,A1301_15歳未満人口,宮城県,1981年度,人,487000
127491,A1301_15歳未満人口,宮城県,1982年度,人,487000
127492,A1301_15歳未満人口,宮城県,1983年度,人,487000
127493,A1301_15歳未満人口,宮城県,1984年度,人,486000
127494,A1301_15歳未満人口,宮城県,1985年度,人,480899
127495,A1301_15歳未満人口,宮城県,1986年度,人,476000
127496,A1301_15歳未満人口,宮城県,1987年度,人,470000
127497,A1301_15歳未満人口,宮城県,1988年度,人,460000
127498,A1301_15歳未満人口,宮城県,1989年度,人,451000
127499,A1301_15歳未満人口,宮城県,1990年度,人,439313
127500,A1301_15歳未満人口,宮城県,1991年度,人,430000
127501,A1301_15歳未満人口,宮城県,1992年度,人,420000
127502,A1301_15歳未満人口,宮城県,1993年度,人,410000
127503,A1301_15歳未満人口,宮城県,1994年度,人,400000
127504,A1301_15歳未満人口,宮城県,1995年度,人,394331
127505,A1301_15歳未満人口,宮城県,1996年度,人,385000
127506,A1301_15歳未満人口,宮城県,1997年度,人,376000
127507,A1301_15歳未満人口,宮城県,1998年度,人,367000
127508,A1301_15歳未満人口,宮城県,1999年度,人,359000
127509,A1301_15歳未満人口,宮城県,2000年度,人,353516
127510,A1301_15歳未満人口,宮城県,2001年度,人,347000
127511,A1301_15歳未満人口,宮城県,2002年度,人,341000
127512,A1301_15歳未満人口,宮城県,2003年度,人,335000
127513,A1301_15歳未満人口,宮城県,2004年度,人,330000
127514,A1301_15歳未満人口,宮城県,2005年度,人,325829
127515,A1301_15歳未満人口,宮城県,2006年度,人,323000
127516,A1301_15歳未満人口,宮城県,2007年度,人,319000
127517,A1301_15歳未満人口,宮城県,2008年度,人,317000
127518,A1301_15歳未満人口,宮城県,2009年度,人,314000
127519,A1301_15歳未満人口,宮城県,2010年度,人,308201
127520,A1301_15歳未満人口,宮城県,2011年度,人,303000
127521,A1301_15歳未満人口,宮城県,2012年度,人,301000
127522,A1301_15歳未満人口,宮城県,2013年度,人,299000
127523,A1301_15歳未満人口,宮城県,2014年度,人,297000
127524,A1301_15歳未満人口,宮城県,2015年度,人,286003
127525,A1301_15歳未満人口,宮城県,2016年度,人,285000
127526,A1301_15歳未満人口,宮城県,2017年度,人,280000
127527,A1301_15歳未満人口,宮城県,2018年度,人,276000
127528,A1301_15歳未満人口,宮城県,2019年度,人,272000
127529,A1301_15歳未満人口,宮城県,2020年度,人,268428
127530,A1301_15歳未満人口,宮城県,2021年度,人,264000
127531,A1301_15歳未満人口,秋田県,1975年度,人,273808
127532,A1301_15歳未満人口,秋田県,1976年度,人,268000
127533,A1301_15歳未満人口,秋田県,1977年度,人,263000
127534,A1301_15歳未満人口,秋田県,1978年度,人,259000
127535,A1301_15歳未満人口,秋田県,1979年度,人,255000
127536,A1301_15歳未満人口,秋田県,1980年度,人,263277
127537,A1301_15歳未満人口,秋田県,1981年度,人,264000
127538,A1301_15歳未満人口,秋田県,1982年度,人,261000
127539,A1301_15歳未満人口,秋田県,1983年度,人,258000
127540,A1301_15歳未満人口,秋田県,1984年度,人,255000
127541,A1301_15歳未満人口,秋田県,1985年度,人,250402
127542,A1301_15歳未満人口,秋田県,1986年度,人,246000
127543,A1301_15歳未満人口,秋田県,1987年度,人,240000
127544,A1301_15歳未満人口,秋田県,1988年度,人,234000
127545,A1301_15歳未満人口,秋田県,1989年度,人,226000
127546,A1301_15歳未満人口,秋田県,1990年度,人,219637
127547,A1301_15歳未満人口,秋田県,1991年度,人,212000
127548,A1301_15歳未満人口,秋田県,1992年度,人,206000
127549,A1301_15歳未満人口,秋田県,1993年度,人,199000
127550,A1301_15歳未満人口,秋田県,1994年度,人,194000
127551,A1301_15歳未満人口,秋田県,1995年度,人,188844
127552,A1301_15歳未満人口,秋田県,1996年度,人,183000
127553,A1301_15歳未満人口,秋田県,1997年度,人,178000
127554,A1301_15歳未満人口,秋田県,1998年度,人,173000
127555,A1301_15歳未満人口,秋田県,1999年度,人,167000
127556,A1301_15歳未満人口,秋田県,2000年度,人,163095
127557,A1301_15歳未満人口,秋田県,2001年度,人,159000
127558,A1301_15歳未満人口,秋田県,2002年度,人,154000
127559,A1301_15歳未満人口,秋田県,2003年度,人,148000
127560,A1301_15歳未満人口,秋田県,2004年度,人,143000
127561,A1301_15歳未満人口,秋田県,2005年度,人,142507
127562,A1301_15歳未満人口,秋田県,2006年度,人,138000
127563,A1301_15歳未満人口,秋田県,2007年度,人,132000
127564,A1301_15歳未満人口,秋田県,2008年度,人,128000
127565,A1301_15歳未満人口,秋田県,2009年度,人,123000
127566,A1301_15歳未満人口,秋田県,2010年度,人,124061
127567,A1301_15歳未満人口,秋田県,2011年度,人,121000
127568,A1301_15歳未満人口,秋田県,2012年度,人,118000
127569,A1301_15歳未満人口,秋田県,2013年度,人,115000
127570,A1301_15歳未満人口,秋田県,2014年度,人,112000
127571,A1301_15歳未満人口,秋田県,2015年度,人,106041
127572,A1301_15歳未満人口,秋田県,2016年度,人,104000
127573,A1301_15歳未満人口,秋田県,2017年度,人,101000
127574,A1301_15歳未満人口,秋田県,2018年度,人,98000
127575,A1301_15歳未満人口,秋田県,2019年度,人,95000
127576,A1301_15歳未満人口,秋田県,2020年度,人,92673
127577,A1301_15歳未満人口,秋田県,2021年度,人,90000
127578,A1301_15歳未満人口,山形県,1975年度,人,265935
127579,A1301_15歳未満人口,山形県,1976年度,人,265000
127580,A1301_15歳未満人口,山形県,1977年度,人,264000
127581,A1301_15歳未満人口,山形県,1978年度,人,263000
127582,A1301_15歳未満人口,山形県,1979年度,人,262000
127583,A1301_15歳未満人口,山形県,1980年度,人,262704
127584,A1301_15歳未満人口,山形県,1981年度,人,265000
127585,A1301_15歳未満人口,山形県,1982年度,人,262000
127586,A1301_15歳未満人口,山形県,1983年度,人,261000
127587,A1301_15歳未満人口,山形県,1984年度,人,259000
127588,A1301_15歳未満人口,山形県,1985年度,人,255853
127589,A1301_15歳未満人口,山形県,1986年度,人,253000
127590,A1301_15歳未満人口,山形県,1987年度,人,249000
127591,A1301_15歳未満人口,山形県,1988年度,人,244000
127592,A1301_15歳未満人口,山形県,1989年度,人,239000
127593,A1301_15歳未満人口,山形県,1990年度,人,233824
127594,A1301_15歳未満人口,山形県,1991年度,人,228000
127595,A1301_15歳未満人口,山形県,1992年度,人,223000
127596,A1301_15歳未満人口,山形県,1993年度,人,217000
127597,A1301_15歳未満人口,山形県,1994年度,人,212000
127598,A1301_15歳未満人口,山形県,1995年度,人,208596
127599,A1301_15歳未満人口,山形県,1996年度,人,204000
127600,A1301_15歳未満人口,山形県,1997年度,人,199000
127601,A1301_15歳未満人口,山形県,1998年度,人,195000
127602,A1301_15歳未満人口,山形県,1999年度,人,190000
127603,A1301_15歳未満人口,山形県,2000年度,人,186182
127604,A1301_15歳未満人口,山形県,2001年度,人,180000
127605,A1301_15歳未満人口,山形県,2002年度,人,177000
127606,A1301_15歳未満人口,山形県,2003年度,人,171000
127607,A1301_15歳未満人口,山形県,2004年度,人,167000
127608,A1301_15歳未満人口,山形県,2005年度,人,166653
127609,A1301_15歳未満人口,山形県,2006年度,人,162000
127610,A1301_15歳未満人口,山形県,2007年度,人,157000
127611,A1301_15歳未満人口,山形県,2008年度,人,152000
127612,A1301_15歳未満人口,山形県,2009年度,人,147000
127613,A1301_15歳未満人口,山形県,2010年度,人,149759
127614,A1301_15歳未満人口,山形県,2011年度,人,147000
127615,A1301_15歳未満人口,山形県,2012年度,人,145000
127616,A1301_15歳未満人口,山形県,2013年度,人,142000
127617,A1301_15歳未満人口,山形県,2014年度,人,139000
127618,A1301_15歳未満人口,山形県,2015年度,人,135760
127619,A1301_15歳未満人口,山形県,2016年度,人,133000
127620,A1301_15歳未満人口,山形県,2017年度,人,130000
127621,A1301_15歳未満人口,山形県,2018年度,人,127000
127622,A1301_15歳未満人口,山形県,2019年度,人,123000
127623,A1301_15歳未満人口,山形県,2020年度,人,120086
127624,A1301_15歳未満人口,山形県,2021年度,人,117000
127625,A1301_15歳未満人口,福島県,1975年度,人,473903
127626,A1301_15歳未満人口,福島県,1976年度,人,465000
127627,A1301_15歳未満人口,福島県,1977年度,人,459000
127628,A1301_15歳未満人口,福島県,1978年度,人,454000
127629,A1301_15歳未満人口,福島県,1979年度,人,450000
127630,A1301_15歳未満人口,福島県,1980年度,人,466840
127631,A1301_15歳未満人口,福島県,1981年度,人,472000
127632,A1301_15歳未満人口,福島県,1982年度,人,471000
127633,A1301_15歳未満人口,福島県,1983年度,人,472000
127634,A1301_15歳未満人口,福島県,1984年度,人,472000
127635,A1301_15歳未満人口,福島県,1985年度,人,460767
127636,A1301_15歳未満人口,福島県,1986年度,人,456000
127637,A1301_15歳未満人口,福島県,1987年度,人,449000
127638,A1301_15歳未満人口,福島県,1988年度,人,440000
127639,A1301_15歳未満人口,福島県,1989年度,人,430000
127640,A1301_15歳未満人口,福島県,1990年度,人,422064
127641,A1301_15歳未満人口,福島県,1991年度,人,410000
127642,A1301_15歳未満人口,福島県,1992年度,人,400000
127643,A1301_15歳未満人口,福島県,1993年度,人,390000
127644,A1301_15歳未満人口,福島県,1994年度,人,381000
127645,A1301_15歳未満人口,福島県,1995年度,人,381511
127646,A1301_15歳未満人口,福島県,1996年度,人,374000
127647,A1301_15歳未満人口,福島県,1997年度,人,365000
127648,A1301_15歳未満人口,福島県,1998年度,人,357000
127649,A1301_15歳未満人口,福島県,1999年度,人,348000
127650,A1301_15歳未満人口,福島県,2000年度,人,341038
127651,A1301_15歳未満人口,福島県,2001年度,人,333000
127652,A1301_15歳未満人口,福島県,2002年度,人,326000
127653,A1301_15歳未満人口,福島県,2003年度,人,319000
127654,A1301_15歳未満人口,福島県,2004年度,人,312000
127655,A1301_15歳未満人口,福島県,2005年度,人,307294
127656,A1301_15歳未満人口,福島県,2006年度,人,301000
127657,A1301_15歳未満人口,福島県,2007年度,人,294000
127658,A1301_15歳未満人口,福島県,2008年度,人,288000
127659,A1301_15歳未満人口,福島県,2009年度,人,282000
127660,A1301_15歳未満人口,福島県,2010年度,人,276069
127661,A1301_15歳未満人口,福島県,2011年度,人,263000
127662,A1301_15歳未満人口,福島県,2012年度,人,252000
127663,A1301_15歳未満人口,福島県,2013年度,人,246000
127664,A1301_15歳未満人口,福島県,2014年度,人,241000
127665,A1301_15歳未満人口,福島県,2015年度,人,228887
127666,A1301_15歳未満人口,福島県,2016年度,人,225000
127667,A1301_15歳未満人口,福島県,2017年度,人,220000
127668,A1301_15歳未満人口,福島県,2018年度,人,216000
127669,A1301_15歳未満人口,福島県,2019年度,人,211000
127670,A1301_15歳未満人口,福島県,2020年度,人,206152
127671,A1301_15歳未満人口,福島県,2021年度,人,202000
127672,A1301_15歳未満人口,茨城県,1975年度,人,580187
127673,A1301_15歳未満人口,茨城県,1976年度,人,585000
127674,A1301_15歳未満人口,茨城県,1977年度,人,591000
127675,A1301_15歳未満人口,茨城県,1978年度,人,597000
127676,A1301_15歳未満人口,茨城県,1979年度,人,603000
127677,A1301_15歳未満人口,茨城県,1980年度,人,628466
127678,A1301_15歳未満人口,茨城県,1981年度,人,638000
127679,A1301_15歳未満人口,茨城県,1982年度,人,636000
127680,A1301_15歳未満人口,茨城県,1983年度,人,635000
127681,A1301_15歳未満人口,茨城県,1984年度,人,630000
127682,A1301_15歳未満人口,茨城県,1985年度,人,627512
127683,A1301_15歳未満人口,茨城県,1986年度,人,617000
127684,A1301_15歳未満人口,茨城県,1987年度,人,604000
127685,A1301_15歳未満人口,茨城県,1988年度,人,589000
127686,A1301_15歳未満人口,茨城県,1989年度,人,575000
127687,A1301_15歳未満人口,茨城県,1990年度,人,559033
127688,A1301_15歳未満人口,茨城県,1991年度,人,544000
127689,A1301_15歳未満人口,茨城県,1992年度,人,531000
127690,A1301_15歳未満人口,茨城県,1993年度,人,517000
127691,A1301_15歳未満人口,茨城県,1994年度,人,505000
127692,A1301_15歳未満人口,茨城県,1995年度,人,505363
127693,A1301_15歳未満人口,茨城県,1996年度,人,495000
127694,A1301_15歳未満人口,茨城県,1997年度,人,485000
127695,A1301_15歳未満人口,茨城県,1998年度,人,476000
127696,A1301_15歳未満人口,茨城県,1999年度,人,466000
127697,A1301_15歳未満人口,茨城県,2000年度,人,458501
127698,A1301_15歳未満人口,茨城県,2001年度,人,449000
127699,A1301_15歳未満人口,茨城県,2002年度,人,440000
127700,A1301_15歳未満人口,茨城県,2003年度,人,432000
127701,A1301_15歳未満人口,茨城県,2004年度,人,424000
127702,A1301_15歳未満人口,茨城県,2005年度,人,422913
127703,A1301_15歳未満人口,茨城県,2006年度,人,416000
127704,A1301_15歳未満人口,茨城県,2007年度,人,410000
127705,A1301_15歳未満人口,茨城県,2008年度,人,404000
127706,A1301_15歳未満人口,茨城県,2009年度,人,398000
127707,A1301_15歳未満人口,茨城県,2010年度,人,399638
127708,A1301_15歳未満人口,茨城県,2011年度,人,394000
127709,A1301_15歳未満人口,茨城県,2012年度,人,388000
127710,A1301_15歳未満人口,茨城県,2013年度,人,382000
127711,A1301_15歳未満人口,茨城県,2014年度,人,376000
127712,A1301_15歳未満人口,茨城県,2015年度,人,364351
127713,A1301_15歳未満人口,茨城県,2016年度,人,361000
127714,A1301_15歳未満人口,茨城県,2017年度,人,355000
127715,A1301_15歳未満人口,茨城県,2018年度,人,349000
127716,A1301_15歳未満人口,茨城県,2019年度,人,342000
127717,A1301_15歳未満人口,茨城県,2020年度,人,333741
127718,A1301_15歳未満人口,茨城県,2021年度,人,328000
127719,A1301_15歳未満人口,栃木県,1975年度,人,414123
127720,A1301_15歳未満人口,栃木県,1976年度,人,416000
127721,A1301_15歳未満人口,栃木県,1977年度,人,419000
127722,A1301_15歳未満人口,栃木県,1978年度,人,420000
127723,A1301_15歳未満人口,栃木県,1979年度,人,422000
127724,A1301_15歳未満人口,栃木県,1980年度,人,433232
127725,A1301_15歳未満人口,栃木県,1981年度,人,439000
127726,A1301_15歳未満人口,栃木県,1982年度,人,438000
127727,A1301_15歳未満人口,栃木県,1983年度,人,437000
127728,A1301_15歳未満人口,栃木県,1984年度,人,435000
127729,A1301_15歳未満人口,栃木県,1985年度,人,425807
127730,A1301_15歳未満人口,栃木県,1986年度,人,419000
127731,A1301_15歳未満人口,栃木県,1987年度,人,411000
127732,A1301_15歳未満人口,栃木県,1988年度,人,400000
127733,A1301_15歳未満人口,栃木県,1989年度,人,388000
127734,A1301_15歳未満人口,栃木県,1990年度,人,380087
127735,A1301_15歳未満人口,栃木県,1991年度,人,370000
127736,A1301_15歳未満人口,栃木県,1992年度,人,361000
127737,A1301_15歳未満人口,栃木県,1993年度,人,352000
127738,A1301_15歳未満人口,栃木県,1994年度,人,344000
127739,A1301_15歳未満人口,栃木県,1995年度,人,339253
127740,A1301_15歳未満人口,栃木県,1996年度,人,333000
127741,A1301_15歳未満人口,栃木県,1997年度,人,327000
127742,A1301_15歳未満人口,栃木県,1998年度,人,320000
127743,A1301_15歳未満人口,栃木県,1999年度,人,313000
127744,A1301_15歳未満人口,栃木県,2000年度,人,306905
127745,A1301_15歳未満人口,栃木県,2001年度,人,302000
127746,A1301_15歳未満人口,栃木県,2002年度,人,296000
127747,A1301_15歳未満人口,栃木県,2003年度,人,290000
127748,A1301_15歳未満人口,栃木県,2004年度,人,287000
127749,A1301_15歳未満人口,栃木県,2005年度,人,285245
127750,A1301_15歳未満人口,栃木県,2006年度,人,282000
127751,A1301_15歳未満人口,栃木県,2007年度,人,279000
127752,A1301_15歳未満人口,栃木県,2008年度,人,276000
127753,A1301_15歳未満人口,栃木県,2009年度,人,273000
127754,A1301_15歳未満人口,栃木県,2010年度,人,269823
127755,A1301_15歳未満人口,栃木県,2011年度,人,267000
127756,A1301_15歳未満人口,栃木県,2012年度,人,263000
127757,A1301_15歳未満人口,栃木県,2013年度,人,260000
127758,A1301_15歳未満人口,栃木県,2014年度,人,257000
127759,A1301_15歳未満人口,栃木県,2015年度,人,252836
127760,A1301_15歳未満人口,栃木県,2016年度,人,249000
127761,A1301_15歳未満人口,栃木県,2017年度,人,245000
127762,A1301_15歳未満人口,栃木県,2018年度,人,240000
127763,A1301_15歳未満人口,栃木県,2019年度,人,235000
127764,A1301_15歳未満人口,栃木県,2020年度,人,227553
127765,A1301_15歳未満人口,栃木県,2021年度,人,223000
127766,A1301_15歳未満人口,群馬県,1975年度,人,427621
127767,A1301_15歳未満人口,群馬県,1976年度,人,431000
127768,A1301_15歳未満人口,群馬県,1977年度,人,433000
127769,A1301_15歳未満人口,群馬県,1978年度,人,434000
127770,A1301_15歳未満人口,群馬県,1979年度,人,433000
127771,A1301_15歳未満人口,群馬県,1980年度,人,441548
127772,A1301_15歳未満人口,群馬県,1981年度,人,447000
127773,A1301_15歳未満人口,群馬県,1982年度,人,444000
127774,A1301_15歳未満人口,群馬県,1983年度,人,441000
127775,A1301_15歳未満人口,群馬県,1984年度,人,437000
127776,A1301_15歳未満人口,群馬県,1985年度,人,424829
127777,A1301_15歳未満人口,群馬県,1986年度,人,415000
127778,A1301_15歳未満人口,群馬県,1987年度,人,404000
127779,A1301_15歳未満人口,群馬県,1988年度,人,391000
127780,A1301_15歳未満人口,群馬県,1989年度,人,378000
127781,A1301_15歳未満人口,群馬県,1990年度,人,368080
127782,A1301_15歳未満人口,群馬県,1991年度,人,355000
127783,A1301_15歳未満人口,群馬県,1992年度,人,346000
127784,A1301_15歳未満人口,群馬県,1993年度,人,335000
127785,A1301_15歳未満人口,群馬県,1994年度,人,327000
127786,A1301_15歳未満人口,群馬県,1995年度,人,329960
127787,A1301_15歳未満人口,群馬県,1996年度,人,323000
127788,A1301_15歳未満人口,群馬県,1997年度,人,317000
127789,A1301_15歳未満人口,群馬県,1998年度,人,311000
127790,A1301_15歳未満人口,群馬県,1999年度,人,305000
127791,A1301_15歳未満人口,群馬県,2000年度,人,306895
127792,A1301_15歳未満人口,群馬県,2001年度,人,303000
127793,A1301_15歳未満人口,群馬県,2002年度,人,299000
127794,A1301_15歳未満人口,群馬県,2003年度,人,294000
127795,A1301_15歳未満人口,群馬県,2004年度,人,290000
127796,A1301_15歳未満人口,群馬県,2005年度,人,291995
127797,A1301_15歳未満人口,群馬県,2006年度,人,288000
127798,A1301_15歳未満人口,群馬県,2007年度,人,283000
127799,A1301_15歳未満人口,群馬県,2008年度,人,279000
127800,A1301_15歳未満人口,群馬県,2009年度,人,275000
127801,A1301_15歳未満人口,群馬県,2010年度,人,275225
127802,A1301_15歳未満人口,群馬県,2011年度,人,272000
127803,A1301_15歳未満人口,群馬県,2012年度,人,267000
127804,A1301_15歳未満人口,群馬県,2013年度,人,262000
127805,A1301_15歳未満人口,群馬県,2014年度,人,258000
127806,A1301_15歳未満人口,群馬県,2015年度,人,250884
127807,A1301_15歳未満人口,群馬県,2016年度,人,247000
127808,A1301_15歳未満人口,群馬県,2017年度,人,241000
127809,A1301_15歳未満人口,群馬県,2018年度,人,237000
127810,A1301_15歳未満人口,群馬県,2019年度,人,232000
127811,A1301_15歳未満人口,群馬県,2020年度,人,224304
127812,A1301_15歳未満人口,群馬県,2021年度,人,221000
127813,A1301_15歳未満人口,埼玉県,1975年度,人,1340136
127814,A1301_15歳未満人口,埼玉県,1976年度,人,1387000
127815,A1301_15歳未満人口,埼玉県,1977年度,人,1420000
127816,A1301_15歳未満人口,埼玉県,1978年度,人,1442000
127817,A1301_15歳未満人口,埼玉県,1979年度,人,1454000
127818,A1301_15歳未満人口,埼玉県,1980年度,人,1458421
127819,A1301_15歳未満人口,埼玉県,1981年度,人,1467000
127820,A1301_15歳未満人口,埼玉県,1982年度,人,1450000
127821,A1301_15歳未満人口,埼玉県,1983年度,人,1429000
127822,A1301_15歳未満人口,埼玉県,1984年度,人,1401000
127823,A1301_15歳未満人口,埼玉県,1985年度,人,1380180
127824,A1301_15歳未満人口,埼玉県,1986年度,人,1340000
127825,A1301_15歳未満人口,埼玉県,1987年度,人,1299000
127826,A1301_15歳未満人口,埼玉県,1988年度,人,1254000
127827,A1301_15歳未満人口,埼玉県,1989年度,人,1211000
127828,A1301_15歳未満人口,埼玉県,1990年度,人,1196946
127829,A1301_15歳未満人口,埼玉県,1991年度,人,1168000
127830,A1301_15歳未満人口,埼玉県,1992年度,人,1142000
127831,A1301_15歳未満人口,埼玉県,1993年度,人,1118000
127832,A1301_15歳未満人口,埼玉県,1994年度,人,1101000
127833,A1301_15歳未満人口,埼玉県,1995年度,人,1090395
127834,A1301_15歳未満人口,埼玉県,1996年度,人,1079000
127835,A1301_15歳未満人口,埼玉県,1997年度,人,1066000
127836,A1301_15歳未満人口,埼玉県,1998年度,人,1053000
127837,A1301_15歳未満人口,埼玉県,1999年度,人,1041000
127838,A1301_15歳未満人口,埼玉県,2000年度,人,1024787
127839,A1301_15歳未満人口,埼玉県,2001年度,人,1019000
127840,A1301_15歳未満人口,埼玉県,2002年度,人,1013000
127841,A1301_15歳未満人口,埼玉県,2003年度,人,1007000
127842,A1301_15歳未満人口,埼玉県,2004年度,人,1000000
127843,A1301_15歳未満人口,埼玉県,2005年度,人,986361
127844,A1301_15歳未満人口,埼玉県,2006年度,人,983000
127845,A1301_15歳未満人口,埼玉県,2007年度,人,978000
127846,A1301_15歳未満人口,埼玉県,2008年度,人,975000
127847,A1301_15歳未満人口,埼玉県,2009年度,人,969000
127848,A1301_15歳未満人口,埼玉県,2010年度,人,953668
127849,A1301_15歳未満人口,埼玉県,2011年度,人,949000
127850,A1301_15歳未満人口,埼玉県,2012年度,人,940000
127851,A1301_15歳未満人口,埼玉県,2013年度,人,934000
127852,A1301_15歳未満人口,埼玉県,2014年度,人,929000
127853,A1301_15歳未満人口,埼玉県,2015年度,人,910805
127854,A1301_15歳未満人口,埼玉県,2016年度,人,907000
127855,A1301_15歳未満人口,埼玉県,2017年度,人,899000
127856,A1301_15歳未満人口,埼玉県,2018年度,人,891000
127857,A1301_15歳未満人口,埼玉県,2019年度,人,881000
127858,A1301_15歳未満人口,埼玉県,2020年度,人,858384
127859,A1301_15歳未満人口,埼玉県,2021年度,人,860000
127860,A1301_15歳未満人口,千葉県,1975年度,人,1099590
127861,A1301_15歳未満人口,千葉県,1976年度,人,1133000
127862,A1301_15歳未満人口,千葉県,1977年度,人,1160000
127863,A1301_15歳未満人口,千葉県,1978年度,人,1185000
127864,A1301_15歳未満人口,千葉県,1979年度,人,1202000
127865,A1301_15歳未満人口,千葉県,1980年度,人,1224914
127866,A1301_15歳未満人口,千葉県,1981年度,人,1245000
127867,A1301_15歳未満人口,千葉県,1982年度,人,1241000
127868,A1301_15歳未満人口,千葉県,1983年度,人,1233000
127869,A1301_15歳未満人口,千葉県,1984年度,人,1218000
127870,A1301_15歳未満人口,千葉県,1985年度,人,1191814
127871,A1301_15歳未満人口,千葉県,1986年度,人,1161000
127872,A1301_15歳未満人口,千葉県,1987年度,人,1129000
127873,A1301_15歳未満人口,千葉県,1988年度,人,1095000
127874,A1301_15歳未満人口,千葉県,1989年度,人,1060000
127875,A1301_15歳未満人口,千葉県,1990年度,人,1034308
127876,A1301_15歳未満人口,千葉県,1991年度,人,1006000
127877,A1301_15歳未満人口,千葉県,1992年度,人,980000
127878,A1301_15歳未満人口,千葉県,1993年度,人,954000
127879,A1301_15歳未満人口,千葉県,1994年度,人,932000
127880,A1301_15歳未満人口,千葉県,1995年度,人,915719
127881,A1301_15歳未満人口,千葉県,1996年度,人,899000
127882,A1301_15歳未満人口,千葉県,1997年度,人,882000
127883,A1301_15歳未満人口,千葉県,1998年度,人,868000
127884,A1301_15歳未満人口,千葉県,1999年度,人,855000
